gene	Centro_apex_R1	Centro_apex_R2	Centro_apex_R3	NT_apex_R1	NT_apex_R2	NT_apex_R3	No_apex_R1	No_apex_R2	No_apex_R3
LINC01558	0.0611476	0	0	0	0	0	0	0	0
LINC01559	0.0312754	0	0	0	0	0.0347302	0	0	0
LINC01560	0.20067	0.599186	0	0	1.80125	1.33701	0	0	2.02362
LINC01561	0.115551	0	0	0	0	0	0	0	0
LINC01562	0.018857	0	0.0505737	0.0152838	0	0	0.105654	0	0.0105644
LINC01563	0.0295985	0	0	0	0	0	0	0	0.0248734
LINC01564	0.0111067	0.0124365	0	0	0.012462	0.00616678	0.0311148	0	0.0140004
LINC01565	0	0	0	0	0	0	0.344699	0	0
LINC01566	0	0	0	0	0	0	0.051845	0	0
LINC01567	0.0521603	0	0	0	0.234101	0	0	0	0.0438335
LINC01568	0.0148926	0.00952896	0	0.0103463	0	0.00472506	0.0119203	0	0.0214546
LINC01569	0.177695	0.151596	0	0.185174	0.113931	0.0563782	0.14223	0	0.213326
LINC01571	0.0152925	0	0	0	0	0	0	0	0
LINC01572	0.142512	0.198756	0.235933	0.171122	0.207939	0.248778	0.223442	0.3619	0.23558
LINC01579	0.0648733	0.162517	0.19463	0.0855548	0.167786	0.195361	0.221783	0	0.273509
LINC01580	0.00560497	0	0	0	0.0125779	0	0	0	0.0141306
LINC01581	0.00784873	0.00468716	0.02526	0.0038169	0.0070452	0.0139451	0.0263853	0	0.0131915
LINC01583	0.13776	0	0	0.200981	0	0.0611907	0.15437	0	0
LINC01584	0.0132549	0	0	0	0	0	0.0371329	0	0
LINC01585	0	0.0788469	0	0	0	0	0	0	0
LINC01586	0.0257292	0	0	0	0	0	0	0	0
LINC01588	0.0445628	0.0429231	0.104094	0.0384489	0.0387102	0.0383111	0.0966504	0	0.0748976
LINC01589	0.0765322	0.045704	0.123154	0.111655	0	0.101983	0	0	0.0514517
LINC01591	0.0115007	0.0114467	0	0.00932143	0	0	0	0	0.00644313
LINC01592	0.00673185	0.00837536	0.0180546	0.0136406	0	0.00747545	0	0	0.00188573
LINC01594	0.00495329	0.0147902	0	0	0	0.0110009	0	0	0
LINC01597	0	0	0	0	0	0.0505317	0	0	0.0382408
LINC01600	0.178017	0.442956	0	0.19238	0.355093	0.219645	0	0	0.365685
LINC01602	0.00390958	0.0145922	0	0.00475315	0.0175466	0.00868288	0.0328574	0	0.00328546
LINC01603	0.0107297	0	0	0	0	0.0238297	0	0	0
LINC01605	0.0323218	0.0340626	0	0.0323613	0.0426658	0.0168904	0.0213053	0	0.00639105
LINC01606	0.0098943	0.0184648	0	0.0120292	0	0	0.0138592	0	0
LINC01607	0.0434277	0.0540301	0	0.0351987	0.0324847	0	0	0	0
LINC01608	0.0126527	0.00539718	0	0.0131853	0	0.0120432	0	0	0
LINC01609	0.0105684	0.00788911	0.014172	0	0.00790533	0.00391192	0.00986889	0	0.00296041
LINC01611	0.00938864	0.0140169	0	0.00456576	0.00842745	0.0125109	0.0210414	0	0.00631187
LINC01612	0.00430937	0	0	0	0	0	0.0241449	0	0.00724285
LINC01613	0	0	0	0	0	0	0	0	0.152014
LINC01615	0	0.0642132	0	0	0	0	0	0	0
LINC01618	0.00540415	0.0268941	0.0289875	0.0175205	0.00808481	0.0120022	0	0	0.0121105
LINC01619	0.370758	0.331151	0.312637	0.299192	0.297922	0.427893	0.199568	0	0.255787
LINC01620	0.00861741	0	0	0	0	0	0.0482824	0	0
LINC01621	0.00843359	0	0	0	0	0.0187303	0	0	0
LINC01622	0.0158975	0.0263717	0.0426366	0.0515406	0.0396388	0.0117691	0.0395876	0	0.0118753
LINC01623	0.351593	0.37494	0	0.85491	0.450853	0.111551	1.4071	0	0.337674
LINC01624	0.0339141	0	0	0	0	0	0	0	0
LINC01625	0	0	0	0.0156672	0	0	0	0	0.021659
LINC01629	0.366945	0.182612	0.656089	0.793103	0.548964	0.271652	0.228439	0	0.342629
LINC01630	0.0110301	0.00886717	0.0068267	0.0123785	0.00380803	0.00188438	0.0190155	0	0.00570416
LINC01634	0	0	0	0	0	0.0650392	0	0	0
LINC01635	0.244234	0	0	0	0	0	0	0	0
LINC01637	0.0993699	0	0	0	0	0	0	0	0
LINC01639	0	0	0	0	0	0	0.150656	0	0
LINC01640	0.0121665	0.00908209	0	0	0	0	0	0	0.0102242
LINC01641	0.00670826	0	0	0.0163114	0	0	0	0	0
LINC01643	0.00624305	0.00372827	0	0.00607208	0.0056039	0.00554613	0	0	0.00209857
LINC01644	0	0.0290685	0	0	0	0	0	0	0.016362
LINC01645	0.0116192	0.00346941	0	0.00565049	0	0.0154832	0	0	0.0117172
LINC01646	0.0223144	0	0	0.0271292	0	0.0247793	0	0	0
LINC01647	0.0646206	0	0	0	0.290025	0	0	0	0
LINC01648	0	0	0	0.0258393	0	0	0	0	0
LINC01649	0.0189344	0.0141342	0	0.0230198	0	0	0	0	0
LINC01654	0	0	0	0.0698245	0	0	0	0	0
LINC01657	0.0804347	0	0	0	0	0	0	0	0
LINC01664	0.0237745	0.0354945	0	0.0578085	0	0	0	0	0
LINC01665	0	0.186021	0	0.302965	0	0	0	0	0
LINC01667	0.00896363	0.0133824	0.0360602	0	0	0	0	0	0.00753269
LINC01671	0.0158988	0.0237363	0	0	0	0.0353099	0	0	0
LINC01673	0.0138108	0.0103095	0	0	0	0	0	0	0
LINC01674	0.0134911	0.0268558	0	0.0109347	0	0.0399504	0	0	0.00755828
LINC01675	0	0	0	0.0396256	0	0	0	0	0
LINC01676	0	0	0	0.0194603	0	0	0	0	0.0134513
LINC01677	0.00249795	0.0186468	0	0.0121477	0	0	0	0	0.0167934
LINC01679	0.0598237	0	0	0	0	0	0	0	0
LINC01681	0.00385365	0.00287669	0	0.00468514	0.0086478	0.00855865	0.0107958	0	0
LINC01682	0.00953263	0.00474397	0	0.00772631	0	0	0	0	0.00534056
LINC01684	0.0156495	0.0233641	0.0419713	0.0202945	0.0187297	0.0486587	0.0233819	0	0.0420838
LINC01685	0.00603029	0	0	0.0146629	0	0	0	0	0
LINC01686	0.548195	0	0	0	0	0	0	0	0.307121
LINC01687	0.0896365	0.171463	0.135226	0.122599	0.213721	0.199076	0.31389	0	0.27306
LINC01689	0	0.0223022	0	0	0	0.0331765	0	0	0
LINC01691	0	0	0.307501	0	0.171529	0	0	0	0
LINC01692	0.0196801	0.0328385	0.0279431	0.0253339	0.0259784	0.0102842	0.0389172	0	0.00778277
LINC01694	0.0204123	0	0	0	0	0.0453342	0	0	0
LINC01695	0.0156348	0.00666922	0.0179709	0.0108619	0.0100244	0.0148816	0.0125143	0	0.00750793
LINC01696	0	0	0	0.19446	0	0	0	0	0
LINC01697	0	0.00841607	0	0.00685345	0	0	0	0	0
LINC01700	0.0751461	0	0	0	0.337264	0	0	0	0
LINC01701	0.0127459	0.0190293	0	0	0	0	0	0	0
LINC01702	0	0	0	0	0.109413	0	0	0	0
LINC01703	0.0365676	0.0545943	0	0	0	0	0	0	0
LINC01704	0	0.0631686	0	0	0	0	0	0	0
LINC01705	0.0326247	0.0139165	0	0	0	0	0	0	0.0078333
LINC01706	0.024551	0	0	0.0596966	0	0	0	0	0
LINC01707	0.00578786	0.0108014	0.0116421	0.0175917	0.00649414	0.00321359	0.00810718	0	0.00972777
LINC01708	0.0136796	0.0087528	0.0157235	0.0237589	0.0263124	0.00868038	0.0218987	0	0.00328451
LINC01709	0.0101891	0.00760597	0.0273267	0.0123875	0.0152432	0.0150861	0	0	0.00285416
LINC01710	0.0422019	0	0	0	0	0	0	0	0
LINC01714	0.0367252	0.0548295	0	0.0446493	0	0.0407819	0	0	0.0617248
LINC01716	0	0.0356513	0	0	0	0	0	0	0
LINC01717	0	0.0492509	0	0	0	0	0	0	0
LINC01719	0.0267859	0.119971	0	0	0	0.0594893	0	0	0.0900391
LINC01720	0.0057104	0.00213136	0	0	0	0.00634118	0.00799868	0	0
LINC01721	0.00617942	0.00922567	0	0	0.013867	0.010293	0	0	0.00259647
LINC01722	0.0174546	0.0130296	0.0234063	0.00707357	0	0.00646087	0.0325987	0	0.0146681
LINC01723	0.0129764	0.00645777	0.0348022	0	0	0	0	0	0.00726989
LINC01724	0	0	0	0	0	0.027437	0	0	0
LINC01725	0.0229159	0.0236857	0.014183	0.0214311	0.00791148	0.0215323	0.0148149	0	0.0177763
LINC01726	0.010838	0.0040452	0.0218003	0.00658825	0	0	0.015181	0	0.00455391
LINC01727	0.00462204	0.0138011	0	0.00561933	0	0.00513259	0.0129484	0	0.00776836
LINC01730	0.228997	0.227924	0	0	0	0.169528	0.427682	0	0.256587
LINC01731	0.311959	0.0846808	0.228181	0.275833	0.127282	0.0629851	0	0	0.0476651
LINC01732	0	0	0.261884	0	0	0	0	0	0
LINC01733	0	0	0	0	0	0.0413833	0	0	0
LINC01734	0	0.0342135	0	0	0	0	0	0	0
LINC01735	0.0325193	0	0	0	0	0	0	0	0
LINC01737	0.0859914	0	0	0	0	0	0	0	0
LINC01739	0.0268896	0.00802905	0.0432701	0.065383	0.0241367	0	0.0301318	0	0
LINC01740	0.0242421	0	0	0	0	0	0	0	0
LINC01741	0.0213954	0.0319427	0	0	0	0	0	0	0
LINC01743	0	0	0	0	0	0	0.589943	0	0
LINC01744	0.0104553	0	0	0	0	0.0232203	0	0	0.0175724
LINC01746	0.0123309	0.0184096	0	0	0	0	0	0	0
LINC01747	0.0149089	0	0	0	0	0	0	0	0
LINC01748	0.0181338	0.0360975	0.0486341	0.0244961	0.0180859	0.00894971	0.0451562	0	0.0101593
LINC01749	0.0472788	0.0252092	0.0815144	0.0164229	0.0454699	0.00750018	0.0189213	0	0
LINC01750	0.0831386	0	0	0	0	0	0	0	0
LINC01751	0	0	0	0	0	0	0	0	0.0785938
LINC01753	0.00868588	0.0129677	0	0	0	0	0	0	0.0145985
LINC01754	0.0123236	0	0	0	0	0.0273698	0	0	0
LINC01755	0.00307135	0.00917084	0	0.00746809	0.0137846	0.00682122	0	0	0
LINC01761	0.054424	0	0	0.132334	0	0	0	0	0
LINC01762	0	0.0295589	0.0398246	0.0120353	0	0.0109929	0.0277325	0	0
LINC01768	0.00583629	0.0261402	0	0	0	0	0	0	0.00980917
LINC01770	3.92581	0.2791	0	0.30304	0.279674	0	0	0	0.418933
LINC01772	0.200243	0.597914	0	0	0.149786	0.222362	0.560971	0	0.224369
LINC01776	0.00812246	0.00606329	0	0.00987503	0	0.00901968	0.0227546	0	0.0204774
LINC01777	0.0992809	0.207513	0.159761	0.0965621	0.0891168	0.044099	0	0	0
LINC01778	0.0472274	0	0	0	0	0	0.132305	0	0
LINC01779	0	0.228478	0	0	0	0	0	0	0
LINC01780	0.00873537	0.0130416	0	0	0	0	0	0	0.0293634
LINC01781	0.00905271	0.0202731	0.0182093	0.011006	0	0	0	0	0.00760754
LINC01783	0.287523	0.429263	0	1.04868	0.645218	1.27713	0	0	0.241623
LINC01785	0.80532	0	0	0.435148	0	0	0	0	0
LINC01786	0.0483722	0.216655	0.389198	0.352857	0.4342	0.214862	0.271024	0	0.0813003
LINC01787	0.00418866	0.00625353	0	0.0101849	0.0187992	0	0	0	0
LINC01788	0.0157094	0.0234537	0	0.0152792	0.0282023	0.0279115	0	0	0.0211225
LINC01789	0.00226149	0.00675265	0	0.00549889	0	0.00502259	0	0	0.00760186
LINC01790	0	0.0121718	0	0	0	0.0181066	0	0	0
LINC01791	0.00435868	0.0195221	0	0.0105983	0	0.0290408	0	0	0
LINC01792	0.0106231	0.01586	0	0	0	0.0235931	0	0	0
LINC01793	0	0.199782	0	0	0	0	0	0	0
LINC01794	0.0479571	0.0178996	0	0.0291523	0	0.0266272	0.0671745	0	0
LINC01795	0.0236248	0	0	0	0	0	0	0	0
LINC01797	0	0	0	0	0	0	0.19946	0	0
LINC01798	0.0607827	0.0835824	0.0900884	0.0388935	0.0933262	0.0923641	0.0537724	0	0.0806517
LINC01799	0.0150052	0.0112012	0	0.00912144	0	0.00833136	0	0	0.0063049
LINC01800	0.0143704	0	0	0	0	0	0	0	0.0724579
LINC01801	0.00604624	0.0361074	0	0.0147017	0	0	0	0	0
LINC01802	0.0245402	0	0	0	0	0	0	0	0
LINC01804	0.0140841	0.00700904	0.0377731	0	0.0210704	0	0	0	0.00789049
LINC01805	0	0.0257965	0	0	0	0	0	0	0
LINC01806	0.804421	0.257352	0.924612	0.419138	0.515761	0.382833	0.321934	0	0.289716
LINC01807	0.017173	0.011281	0.00552687	0.0200432	0.00616593	0.00305118	0.00384873	0	0.00808163
LINC01808	0.00984125	0	0	0.0239294	0.0220843	0	0	0	0
LINC01811	0.00525632	0.0109865	0.0112778	0.00937269	0.00943638	0.00700433	0.00981686	0	0.00353376
LINC01812	0.127811	0.0254424	0	0	0	0.0756957	0.0477408	0	0.0859261
LINC01813	0.0193922	0	0	0	0	0	0	0	0
LINC01814	0.00477508	0.00712904	0	0.00580539	0	0.0106051	0.0267542	0	0.0240767
LINC01815	0	0	0	0	0	0.0913805	0	0	0
LINC01816	0.197983	0.126678	0	0.206316	0.126939	0.12563	0	0	0.332755
LINC01817	0.0113691	0.0169737	0	0	0	0.0252499	0	0	0
LINC01818	0.0134469	0.0180682	0	0.00980896	0.0060351	0.00298644	0.00753413	0	0
LINC01819	0.323451	0.384126	0.0591466	0.151934	0.346424	0.0653054	0.411877	0	0.0432433
LINC01821	0.00540987	0.00161535	0.00870545	0.00526172	0	0.00240298	0.00606218	0	0.00363699
LINC01822	0	0	0	0.0263221	0	0	0	0	0.0181943
LINC01823	0.024467	0	0	0	0	0	0	0	0.0137074
LINC01824	0.0155315	0	0	0.0377653	0	0	0	0	0
LINC01825	0	0	0	0.0832607	0	0.0760488	0	0	0
LINC01828	0.0189981	0.015016	0.00899158	0.0135867	0	0.00992784	0.0250457	0	0.0112696
LINC01829	0.0283828	0.0328062	0.0220999	0.0200363	0.041092	0.0447353	0.0359091	0	0.044626
LINC01830	0	0.00359531	0	0.00585554	0.0216162	0.00534835	0.0134927	0	0
LINC01831	0	0.183028	0	0	0	0	0	0	0
LINC01832	0.0474324	0	0	0	0	0	0	0	0
LINC01833	0.0285078	0.0212806	0	0.0346589	0	0.0316568	0.079863	0	0
LINC01836	3.01305	0.899677	0.606067	2.1979	0.676145	0.669175	0.844089	0	1.39263
LINC01837	0.0137424	0.0082068	0	0.0178215	0.0205592	0.00406945	0.0205326	0	0.0107787
LINC01839	0	0	0	0.186	0	0	0	0	0
LINC01840	0	0.0735699	0	0	0	0	0	0	0.0414109
LINC01841	0.0310711	0.0463881	0	0.0472191	0.0697253	0.00862581	0	0	0.0195832
LINC01842	0	0.0363328	0	0.0591737	0	0	0	0	0
LINC01843	0.0938555	0	0	0	0	0	0	0	0
LINC01844	0.0168348	0.0251338	0.0451503	0.0136448	0.0251855	0	0.0314412	0	0.0188631
LINC01845	0.0141768	0	0	0.0344713	0	0	0	0	0
LINC01846	0.0166545	0.0198916	0	0.00809918	0.0149494	0.00739765	0	0	0
LINC01847	0.0189225	0.0125559	0.00845824	0.0051123	0.00471813	0.0140085	0.0235601	0	0.00883429
LINC01848	0	0.239102	0	0	0.718781	0.711371	0	0	0.269171
LINC01850	0	0.0190379	0	0	0	0.0283206	0	0	0
LINC01851	0	0	0	0	0	0.260703	0	0	0
LINC01852	0	0	0	0	0	0	0.33711	0	0
LINC01853	0	0	0	0	0	0	0	0	0.0149868
LINC01854	0.0317513	0.0355528	0.127734	0.0772046	0.0712518	0.0176293	0.0889496	0	0.0133413
LINC01856	0.106872	0	0.0859885	0.0259864	0	0	0	0	0
LINC01857	0.0150185	0	0	0	0	0	0	0	0
LINC01858	0	0.022414	0	0	0	0	0	0	0
LINC01859	0	0.022398	0	0	0	0	0	0	0
LINC01863	0	0.0239468	0	0.0390012	0	0	0	0	0
LINC01864	0.0414984	0	0	0	0	0	0	0	0
LINC01865	0.010387	0	0	0	0	0	0	0	0
LINC01873	0.0274947	0	0	0	0	0	0	0	0
LINC01876	0.228028	0.35127	0.383616	0.28479	0.362847	0.531753	0.354247	0	0.421576
LINC01877	0.0213837	0.0212835	0	0.0173318	0.0319909	0.0277034	0.0199684	0	0.0359401
LINC01879	0.0995272	0	0	0	0.148896	0	0	0	0.0557592
LINC01880	0.00688138	0	0	0	0	0	0	0	0.0115657
LINC01882	0.0206143	0.0102588	0	0	0	0	0	0	0.0115489
LINC01884	0.00618211	0.0184594	0.0497406	0	0	0.01373	0	0	0.0103904
LINC01885	0.200675	0.251212	0.277424	0.217984	0.253792	0.321627	0.278192	0	0.3593
LINC01886	0.147862	0.248347	0.14871	0.224707	0.248858	0.328389	0.31067	0	0.372772
LINC01887	0	0	0	0.0453716	0	0	0	0	0
LINC01889	0.0092087	0.0137483	0	0	0.0206648	0.0102259	0	0	0
LINC01891	0.0251288	0	0	0	0	0	0	0	0
LINC01892	0.0142782	0	0	0	0	0	0	0	0
LINC01893	0.0204472	0	0	0	0.0917692	0.0454116	0	0	0
LINC01894	0.0182371	0.0136137	0	0.022172	0.040925	0.0101258	0	0	0
LINC01895	0.0495725	0.0317186	0	0.0172196	0.0635677	0.0157281	0.0396785	0	0.023805
LINC01898	0.0149595	0.022334	0	0.0363745	0	0	0	0	0
LINC01899	0.0135879	0	0	0.0110131	0	0	0	0	0
LINC01900	0.01077	0.00535973	0	0.0174584	0.0161123	0.0159461	0	0	0.0120675
LINC01901	0.0120209	0.00897343	0	0.0146147	0.0134878	0.00667439	0	0	0
LINC01902	0.01381	0.0206179	0	0	0	0	0	0	0.00773693
LINC01905	0.014581	0.0108845	0	0.0177271	0.0109068	0.0107944	0.0136159	0	0.0122533
LINC01906	0.117094	0	0	0	0.175176	0	0	0	0
LINC01907	0	0	0	0	0	0.0533613	0	0	0
LINC01908	0.375159	0.140025	0.188656	0.0855201	0.0526174	0.0260375	0.0656868	0	0.197043
LINC01909	0.354535	0.705745	0.356568	0.359193	0.331498	0.426505	0.579372	0	0.546218
LINC01910	0.395344	0	0	0	0.253478	0.125433	0	0	0.0949233
LINC01911	0.0114473	0.00512711	0.00921034	0.00835033	0.0102753	0.00762704	0	0	0.00192396
LINC01913	0.00744387	0.0222269	0	0.0362001	0.0668178	0.066129	0.125121	0	0.0375332
LINC01914	0.0821159	1.22596	0.660696	0.399336	0	0.547119	0.460086	0	0.69007
LINC01915	0.00867071	0.00647254	0	0.024597	0.00648585	0.00320949	0.00809683	0	0.00242884
LINC01916	0.0103857	0.0155056	0.0835626	0.0505066	0	0	0.0581902	0	0
LINC01917	0.00501459	0	0.0201734	0.0182897	0	0.0055685	0.0140481	0	0.00842812
LINC01918	0	0.286121	0	0	0	0	0	0	0
LINC01919	0	0.00609875	0	0.0198656	0	0.00907243	0	0	0
LINC01920	0	0	0	0	0	0.0283609	0	0	0.0214626
LINC01923	0.00989722	0.0246271	0	0.00802182	0	0.014654	0.0369687	0	0.00554482
LINC01924	0.00988487	0.00885468	0.00530218	0.0112165	0.00887288	0.00731784	0.0221535	0	0.00553791
LINC01926	0.00970919	0.0144955	0	0	0	0	0	0	0.0163184
LINC01927	0	0	0	0	0	0	0	0	0.0250132
LINC01928	0	0	0	0	0	0.0484787	0	0	0.0366871
LINC01931	0.00442892	0.0132245	0	0.00538455	0.00993876	0.0245907	0.0124074	1.36651	0.0186095
LINC01933	0.0156719	0.0140386	0	0.017148	0.0105506	0.0052209	0.00439039	0	0.011853
LINC01934	0.0187181	0.0186304	0.0313758	0.0151713	0.0140015	0.012125	0.0305887	0	0.00917582
LINC01936	0.0174756	0	0	0	0	0	0	0	0
LINC01937	0.0337395	0.0141042	0.0108586	0.029534	0.0363424	0.0209812	0.0302462	0	0.0113413
LINC01938	0	0	0	0	0	0.0263657	0.0665148	0	0
LINC01939	0.0413687	0	0	0	0	0	0	0	0
LINC01940	0	0	0	0.0877415	0	0	0	0	0
LINC01942	0.0153401	0	0	0.0372999	0	0	0	0	0
LINC01943	0	0	0	0.0313176	0.0578059	0.028605	0	0	0
LINC01944	0.0159139	0.0237589	0	0	0	0	0	0	0
LINC01946	0	0.0369551	0	0	0	0	0	0	0
LINC01947	0.0118889	0	0	0	0	0.0264044	0	0	0
LINC01948	0.00829284	0.0123809	0	0	0.0372192	0.0184177	0.0464639	0	0
LINC01949	0.00723815	0.0108063	0	0	0	0	0	0	0.0121653
LINC01950	0.0179731	0.0191666	0	0.00312159	0	0.00570242	0.0143859	0	0.0172616
LINC01951	0.00986912	0	0	0	0	0.0219185	0.0184319	0	0.0110582
LINC01954	0.0124045	0.00925975	0	0	0	0.0137747	0	0	0.0104242
LINC01956	0.0147588	0.0220345	0	0.0358867	0.0496795	0.0163891	0	0	0.00620137
LINC01958	0.0186546	0.0185671	0	0	0	0.0138101	0	0	0.0104511
LINC01960	0.13346	0.199252	0	0	0	0	0.747762	0	0
LINC01962	1.42775	3.11097	1.86285	4.12843	3.11736	2.78527	2.27014	0	1.84838
LINC01963	1.11822	1.19247	1.28529	0.971066	1.07543	1.59652	1.79007	0	1.74517
LINC01965	0.00663713	0.00660602	0.0178006	0.00806922	0.0099294	0.00491352	0.0185936	0	0.00557758
LINC01967	0.0158809	0.00526882	0.0141973	0.0257433	0.00791948	0.00391892	0	0	0
LINC01968	0.0240584	0.00326531	0.0175974	0.0159543	0.00981608	0.0194298	0.0122542	0	0.00735191
LINC01970	1.45288	0.948982	1.46121	0.220796	1.63017	0.605012	1.01754	0	0.915707
LINC01971	0	0.358197	0	0	0	0	0	0	0
LINC01975	0.0524159	0	0	0	0	0	0	0	0
LINC01977	0.058325	0.0435386	0	0.0709096	0.523538	0	0	0	0.147042
LINC01978	0	0.0559532	0	0	0	0	0	0	0.0629898
LINC01979	0	0.0327166	0	0	0	0	0	0	0
LINC01980	0.0131321	0.00560167	0	0.00912321	0	0	0	0	0.00315306
LINC01982	0.00519548	0.00775669	0	0.004211	0.00777264	0.00769251	0	0	0.00291072
LINC01983	0	0	0.0835557	0	0	0	0	0	0
LINC01985	0.0601457	0.0448978	0	0	0	0	0.168495	0	0
LINC01986	0	0	0	0	0	0.0426117	0	0	0
LINC01987	0.0442052	0.0659969	0	0	0	0	0	0	0
LINC01988	0	0.0695682	0	0	0	0	0	0	0
LINC01989	0.0946469	0.0282609	0	0	0	0.0420407	0.0530296	0	0.0159075
LINC01990	0.015229	0.0454729	0.0612656	0.018515	0.0683496	0	0	0	0.0127979
LINC01992	0.0119992	0.00597146	0	0	0.0179512	0.00888308	0	0	0
LINC01993	0.0293326	0	0	0	0	0	0	0	0.0246499
LINC01994	0	0	0	0.0315642	0	0	0	0	0.0109089
LINC01995	0	0	0	0.0158447	0	0.0144722	0	0	0
LINC01996	0	0	0	0	0	0.0775377	0	0	0
LINC01997	0.0071038	0	0	0	0	0	0	0	0
LINC01999	0	0	0	0.0276932	0	0	0	0	0
LINC02000	0.105073	0	0	0	0	0	0	0	0
LINC02002	0.00774445	0	0	0	0	0	0	0	0
LINC02003	0	0.0301639	0	0	0	0	0	0	0
LINC02004	0.0348085	0	0	0.042319	0	0.0386534	0	0	0.0292517
LINC02005	0.00517327	0.00386176	0	0.012579	0.0232182	0	0	0	0
LINC02006	0.00802716	0.00378451	0	0.0102728	0.00189615	0.0018766	0.00473424	0	0.00426045
LINC02008	0.015796	0.00314438	0.0127093	0.00768169	0	0.00350816	0	0	0.00265486
LINC02009	0	0	0	0.0865001	0	0	0	0	0
LINC02010	0	0.0666176	0	0	0	0	0	0	0
LINC02011	0.0416152	0	0	0.101189	0	0	0.116583	0	0.0349718
LINC02012	0	0	0	0	0	0	0	0	0.244985
LINC02013	0.0133079	0.0198682	0	0	0	0.0295557	0	0	0
LINC02014	0.051609	0.154101	0	0.125489	0	0	0	0	0
LINC02015	0.0213705	0.0182317	0.049127	0.0148466	0	0.0271212	0	0	0.0153933
LINC02016	0.00367794	0	0.0295923	0.00894305	0	0.00816842	0.0206071	0	0
LINC02017	0	0	0	0	0	0.0505683	0	0	0
LINC02018	0.0196077	0.0292736	0	0.0059596	0.0330005	0.0163302	0.0274649	0	0.00823876
LINC02019	0	0.546685	0	0.593576	0	0	0	0	0
LINC02020	0.0278433	0.0207846	0	0	0	0	0	0	0
LINC02021	0.0141315	0.00843915	0	0	0.0126847	0.00627699	0	0	0.00475022
LINC02022	0.0326969	0	0	0	0	0	0.183197	0	0
LINC02023	0.0312075	0	0	0	0	0	0	0	0
LINC02024	0	0	0	0	0	0	0	0	0.0343213
LINC02025	0.0220638	0	0	0.0536489	0	0	0.123621	0	0
LINC02026	0.0219914	0.00820812	0	0.0133682	0	0	0	0	0.0369614
LINC02027	0.0045153	0.00674119	0.0181648	0.00548956	0	0.0100281	0	0	0
LINC02028	0.0305854	0.0399552	0.0307609	0	0.0171588	0	0	0	0.0192771
LINC02029	0.073844	0	0	0.0897772	0	0	0.20687	0	0
LINC02030	0.0102104	0.00508129	0	0.0248271	0	0.0226766	0	0	0
LINC02031	0	0	0	0	0	0.0478637	0	0	0
LINC02032	0.0197937	0.0591026	0	0.048129	0	0	0	0	0
LINC02035	0.734664	0.822623	0.369439	1.00483	0.824314	0.611862	0.771795	0	0.308692
LINC02036	0.0262945	0.0157028	0	0	0.0236026	0.0116796	0	0	0.0176775
LINC02037	0	0.028647	0	0	0	0	0	0	0
LINC02038	0	0	0	0	0.523174	0	0	0	0
LINC02039	0.0175905	0.0262621	0.141531	0	0	0	0	0	0
LINC02040	0	0.0201888	0	0	0	0	0	0	0
LINC02042	0	0	0.157155	0	0	0.0433796	0	0	0
LINC02043	0.120207	0.0256379	0.138168	0.0417554	0.154144	0.0762773	0	0	0.173173
LINC02044	0.00987196	0	0	0.024004	0	0	0	0	0
LINC02045	0.0144129	0.0172144	0.0231929	0.0210273	0.0646867	0.019206	0.0161508	0	0.00484482
LINC02046	0.01864	0.0030921	0.0166639	0	0	0.00459977	0.0232084	0	0.00348096
LINC02047	0	0	0	0	0	0	0.242685	0	0
LINC02048	0.0470551	0	0.1893	0.0572081	0	0.0522528	0.131822	0	0.158173
LINC02050	0.020503	0	0	0	0.0460099	0	0	0	0.0172299
LINC02052	0	0	0.0522847	0.0316017	0	0	0	0	0
LINC02053	0	0.00588653	0	0	0	0	0	0	0
LINC02054	0.0129826	0.0129218	0	0.0210452	0	0	0	0	0.00727339
LINC02055	0.0558837	0.0733841	0.060717	0.0570313	0.0768914	0.0810813	0.0811344	0	0.0743858
LINC02056	0.00581026	0.0346981	0	0.0282557	0.0130385	0.0193562	0	0	0.0146481
LINC02057	0.0510126	0.0580268	0.0390897	0.047253	0.0218048	0.037765	0.0408312	0	0.0326621
LINC02058	0.00775759	0.0115818	0	0.0188629	0	0	0	0	0.0130383
LINC02060	0	0.0299354	0	0	0	0	0	0	0.01685
LINC02063	0	0	0	0	0	0	0	0	0.0358377
LINC02064	0.00273925	0.00817924	0	0	0	0.0121673	0	0	0
LINC02065	0.0526684	0.0786322	0	0	0	0	0	0	0.177042
LINC02066	0.024185	0	0	0	0	0	0	0	0
LINC02067	0.104922	0.0696198	0.187597	0.141734	0.209289	0.207131	0.0653183	0	0.0783751
LINC02068	0.0217257	0.0216239	0	0.0528269	0.0325025	0	0	0	0
LINC02069	0.0104405	0	0	0.0126932	0	0.0347814	0.058497	0	0.0087738
LINC02073	0.0163311	0.0142227	0.0218997	0.00661827	0.012216	0.00906752	0.0381255	0	0.013724
LINC02074	0.0136206	0.0135568	0	0.0220794	0.0101885	0.0100834	0	0	0.0152616
LINC02075	0.129308	0	0	0	0	0	0	0	0
LINC02076	0.0780382	0	0	0	0	0.173317	0	0	0
LINC02077	0	0	0	0.0755727	0	0	0	0	0
LINC02080	0	0.0465802	0	0	0	0	0	0	0.104876
LINC02082	0.0112265	0.0167607	0	0	0	0	0	0	0.0188685
